outcome,week_end,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Cases,2022-09-24,65-79,127.3,82.9,103.9,1.5,1.2,44762,43407.0,171353.0,57,36.0,178.0,65,79
Hospitalizations,2023-08-12,18-29,1.4,0.9,1.2,1.6,1.2,73575,214133.0,161715.0,1,2.0,2.0,18,29
Hospitalizations,2023-03-04,65-79,32.5,32.3,11.1,1.0,2.9,40040,43409.0,171702.0,13,14.0,19.0,65,79
Deaths,2022-08-06,30-49,0.0,0.0,0.0,0.0,0.0,126294,278159.0,343405.0,0,0.0,0.0,30,49
Deaths,2022-01-22,65-79,65.4,28.8,2.1,2.3,31.1,50480,66009.0,141953.0,33,19.0,3.0,65,79
Deaths,2022-09-24,80+,3.8,17.6,6.4,0.2,0.6,25995,11376.0,47037.0,1,2.0,3.0,80,200
Hospitalizations,2021-06-26,All,2.6,0.5,0.0,5.2,0.0,1221600,1290050.0,0.0,32,7.0,0.0,999,999
Hospitalizations,2022-02-26,30-49,7.3,1.3,2.3,5.6,3.2,136458,296367.0,310294.0,10,4.0,7.0,30,49
Cases,2021-05-22,50-64,185.4,13.5,0.0,13.7,0.0,131081,237808.0,0.0,243,32.0,0.0,50,64
Hospitalizations,2023-09-02,All,4.0,2.4,4.7,1.7,0.9,527182,860288.0,1040815.0,21,21.0,49.0,999,999
Hospitalizations,2021-09-04,65-79,39.9,7.2,0.0,5.5,0.0,65150,194427.0,0.0,26,14.0,0.0,65,79
Deaths,2022-09-03,80+,3.8,0.0,4.3,0.0,0.9,26205,11466.0,46907.0,1,0.0,2.0,80,200
Hospitalizations,2023-11-04,80+,16.6,51.9,25.4,0.3,0.7,24080,11553.0,47261.0,4,6.0,12.0,80,200
Hospitalizations,2023-07-22,50-64,9.2,0.0,0.8,0.0,11.5,32565,125729.0,246933.0,3,0.0,2.0,50,64
Cases,2023-06-17,18-29,8.1,3.7,6.8,2.2,1.2,74493,214135.0,161700.0,6,8.0,11.0,18,29
Cases,2021-09-18,18-29,235.0,71.9,0.0,3.3,0.0,181678,301822.0,0.0,427,217.0,0.0,18,29
Deaths,2021-10-02,50-64,5.1,0.3,0.0,17.0,0.0,79080,330032.0,0.0,4,1.0,0.0,50,64
Hospitalizations,2021-12-25,80+,196.0,211.6,32.9,0.9,6.0,28067,22679.0,33427.0,55,48.0,11.0,80,200
Cases,2022-09-03,30-49,236.5,114.0,159.8,2.1,1.5,125170,276368.0,345994.0,296,315.0,553.0,30,49
Cases,2021-12-25,All,1662.3,1359.4,815.3,1.2,2.0,814632,1161444.0,517372.0,13542,15789.0,4218.0,999,999
Deaths,2023-01-21,18-29,0.0,0.0,0.0,0.0,0.0,78128,213123.0,161635.0,0,0.0,0.0,18,29
Deaths,2021-04-24,All,2.5,0.3,0.0,8.3,0.0,1530109,593621.0,0.0,38,2.0,0.0,999,999
Deaths,2021-05-22,65-79,21.4,0.0,0.0,0.0,0.0,79541,171129.0,0.0,17,0.0,0.0,65,79
Hospitalizations,2021-05-08,65-79,63.0,5.6,0.0,11.2,0.0,84155,160587.0,0.0,53,9.0,0.0,65,79
Deaths,2022-08-27,80+,11.4,17.3,2.1,0.7,5.4,26217,11529.0,46830.0,3,2.0,1.0,80,200
Deaths,2022-04-16,65-79,0.0,0.0,0.6,0.0,0.0,48067,50646.0,160443.0,0,0.0,1.0,65,79
Hospitalizations,2022-05-28,30-49,14.7,2.8,3.6,5.2,4.1,129368,283855.0,335115.0,19,8.0,12.0,30,49
Hospitalizations,2022-03-26,18-29,2.0,0.5,0.7,4.0,2.9,99220,220462.0,145029.0,2,1.0,1.0,18,29
Deaths,2022-10-01,30-49,0.0,0.0,0.3,0.0,0.0,122014,276030.0,346933.0,0,0.0,1.0,30,49
Hospitalizations,2023-04-15,80+,8.1,26.4,38.2,0.3,0.2,24612,11385.0,47126.0,2,3.0,18.0,80,200
Deaths,2022-01-01,All,8.9,2.6,1.4,3.4,6.4,797277,1104766.0,587380.0,71,29.0,8.0,999,999
Hospitalizations,2022-01-08,30-49,91.0,28.2,10.8,3.2,8.4,161589,361224.0,223160.0,147,102.0,24.0,30,49
Deaths,2022-12-31,65-79,7.4,0.0,0.6,0.0,12.3,40666,43359.0,171676.0,3,0.0,1.0,65,79
Deaths,2023-08-12,80+,0.0,0.0,0.0,0.0,0.0,24472,11382.0,47131.0,0,0.0,0.0,80,200
Hospitalizations,2022-05-21,30-49,7.7,4.6,2.4,1.7,3.2,129750,284685.0,334000.0,10,13.0,8.0,30,49
Hospitalizations,2022-12-31,65-79,44.3,39.2,33.8,1.1,1.3,40666,43359.0,171676.0,18,17.0,58.0,65,79
Deaths,2022-04-16,18-29,0.0,0.0,0.0,0.0,0.0,97780,218922.0,148408.0,0,0.0,0.0,18,29
Cases,2021-10-16,30-49,159.7,57.7,0.0,2.8,0.0,210412,535672.0,0.0,336,309.0,0.0,30,49
Cases,2022-11-12,50-64,240.7,85.4,135.4,2.8,1.8,36564,125287.0,246697.0,88,107.0,334.0,50,64
Deaths,2023-08-12,30-49,0.0,0.0,0.0,0.0,0.0,107297,278401.0,347314.0,0,0.0,0.0,30,49
Cases,2023-07-15,18-29,23.0,5.6,8.7,4.1,2.6,74031,214138.0,161706.0,17,12.0,14.0,18,29
Hospitalizations,2023-07-15,65-79,10.2,2.3,1.2,4.4,8.5,39336,43424.0,171745.0,4,1.0,2.0,65,79
Hospitalizations,2023-02-11,80+,28.3,44.0,36.1,0.6,0.8,24710,11376.0,47122.0,7,5.0,17.0,80,200
Deaths,2023-05-13,30-49,0.0,0.0,0.0,0.0,0.0,108868,278401.0,347295.0,0,0.0,0.0,30,49
Cases,2023-09-09,All,63.4,27.4,50.8,2.3,1.2,526704,860292.0,1040817.0,334,236.0,529.0,999,999
Deaths,2022-11-12,30-49,0.0,0.0,0.0,0.0,0.0,116651,276645.0,347072.0,0,0.0,0.0,30,49
Hospitalizations,2023-08-26,65-79,20.4,9.2,11.6,2.2,1.8,39187,43414.0,171755.0,8,4.0,20.0,65,79
Hospitalizations,2021-07-10,30-49,4.3,0.4,0.0,10.8,0.0,280996,481217.0,0.0,12,2.0,0.0,30,49
Hospitalizations,2022-12-03,All,19.5,9.5,10.6,2.1,1.8,562883,851081.0,1039826.0,110,81.0,110.0,999,999
Cases,2023-12-02,18-29,109.1,35.7,29.5,3.1,3.7,67857,215628.0,162973.0,74,77.0,48.0,18,29
Cases,2022-02-05,18-29,253.7,91.4,152.5,2.8,1.7,108394,225478.0,122651.0,275,206.0,187.0,18,29
Cases,2022-10-08,18-29,119.3,43.0,71.2,2.8,1.7,87155,211790.0,161468.0,104,91.0,115.0,18,29
Hospitalizations,2023-07-22,All,1.9,0.5,1.3,3.8,1.5,530682,860314.0,1040764.0,10,4.0,14.0,999,999
Deaths,2022-02-05,80+,58.4,81.2,2.5,0.7,23.4,27390,16013.0,40692.0,16,13.0,1.0,80,200
Deaths,2023-02-25,65-79,2.5,4.6,0.6,0.5,4.2,40075,43402.0,171700.0,1,2.0,1.0,65,79
Cases,2022-01-08,All,2211.2,1608.9,1136.1,1.4,1.9,771844,1058475.0,641998.0,17067,17030.0,7294.0,999,999
Hospitalizations,2021-10-23,30-49,11.6,0.7,0.0,16.6,0.0,207114,534216.0,17244.0,24,4.0,0.0,30,49
Deaths,2021-08-21,65-79,6.0,1.0,0.0,6.0,0.0,66724,194251.0,0.0,4,2.0,0.0,65,79
Cases,2021-06-19,30-49,29.2,5.3,0.0,5.5,0.0,294504,450450.0,0.0,86,24.0,0.0,30,49
Cases,2022-08-13,80+,137.1,274.3,293.7,0.5,0.5,26264,11664.0,46650.0,36,32.0,137.0,80,200
Hospitalizations,2021-05-22,65-79,49.0,4.7,0.0,10.4,0.0,79541,171129.0,0.0,39,8.0,0.0,65,79
Hospitalizations,2022-11-19,All,12.9,5.8,9.4,2.2,1.4,567313,849096.0,1039651.0,73,49.0,98.0,999,999
Cases,2023-04-08,65-79,72.8,57.6,78.6,1.3,0.9,39837,43431.0,171716.0,29,25.0,135.0,65,79
Deaths,2021-11-06,30-49,2.0,0.0,0.0,0.0,0.0,199928,527699.0,31898.0,4,0.0,0.0,30,49
Hospitalizations,2023-07-29,80+,4.1,70.3,25.5,0.1,0.2,24479,11383.0,47130.0,1,8.0,12.0,80,200
Deaths,2022-12-24,80+,0.0,8.8,17.0,0.0,0.0,24842,11369.0,47114.0,0,1.0,8.0,80,200
Deaths,2023-06-17,80+,0.0,0.0,2.1,0.0,0.0,24516,11383.0,47130.0,0,0.0,1.0,80,200
Hospitalizations,2021-07-24,30-49,8.8,0.6,0.0,14.7,0.0,272185,492321.0,0.0,24,3.0,0.0,30,49
Deaths,2023-09-09,All,0.2,0.0,0.0,0.0,0.0,526704,860292.0,1040817.0,1,0.0,0.0,999,999
Deaths,2021-08-14,All,1.9,0.0,0.0,0.0,0.0,1110584,1424722.0,0.0,21,0.0,0.0,999,999
Cases,2022-10-15,18-29,114.8,32.1,76.8,3.6,1.5,86242,211934.0,161484.0,99,68.0,124.0,18,29
Hospitalizations,2022-08-27,65-79,39.4,36.4,19.9,1.1,2.0,45631,43956.0,170603.0,18,16.0,34.0,65,79
Deaths,2023-06-03,80+,0.0,0.0,2.1,0.0,0.0,24536,11384.0,47129.0,0,0.0,1.0,80,200
Hospitalizations,2021-06-26,30-49,3.5,0.6,0.0,5.8,0.0,289323,463639.0,0.0,10,3.0,0.0,30,49
Hospitalizations,2022-05-07,65-79,21.0,16.2,10.4,1.3,2.0,47611,49260.0,162746.0,10,8.0,17.0,65,79
Cases,2023-05-20,All,34.5,12.6,21.8,2.7,1.6,535909,860356.0,1040655.0,185,108.0,227.0,999,999
Hospitalizations,2021-10-16,All,11.5,2.9,0.0,4.0,0.0,987934,1507974.0,0.0,114,44.0,0.0,999,999
Deaths,2023-05-06,30-49,0.0,0.0,0.0,0.0,0.0,109056,278396.0,347295.0,0,0.0,0.0,30,49
Cases,2023-03-18,All,88.3,49.7,65.7,1.8,1.3,542688,858373.0,1040492.0,479,427.0,684.0,999,999
Deaths,2022-03-05,All,1.2,0.9,0.4,1.3,3.0,668131,908622.0,900419.0,8,8.0,4.0,999,999
Deaths,2022-10-15,18-29,0.0,0.0,0.0,0.0,0.0,86242,211934.0,161484.0,0,0.0,0.0,18,29
Cases,2022-01-01,All,2442.2,1834.6,1063.9,1.3,2.3,797277,1104766.0,587380.0,19471,20268.0,6249.0,999,999
Hospitalizations,2021-12-11,18-29,21.7,0.3,0.0,72.3,0.0,147702,295416.0,37772.0,32,1.0,0.0,18,29
Deaths,2023-03-25,65-79,2.5,0.0,1.2,0.0,2.1,39930,43424.0,171711.0,1,0.0,2.0,65,79
Deaths,2022-09-10,18-29,0.0,0.0,0.0,0.0,0.0,90487,211509.0,161187.0,0,0.0,0.0,18,29
Deaths,2023-04-15,18-29,0.0,0.0,0.0,0.0,0.0,75787,213968.0,161682.0,0,0.0,0.0,18,29
Cases,2022-07-02,18-29,389.3,121.6,291.9,3.2,1.3,93769,214617.0,155854.0,365,261.0,455.0,18,29
Cases,2023-03-18,50-64,121.9,54.9,77.4,2.2,1.6,33625,125634.0,246883.0,41,69.0,191.0,50,64
Deaths,2021-04-10,65-79,7.0,0.9,0.0,7.8,0.0,99368,107437.0,0.0,7,1.0,0.0,65,79
Hospitalizations,2022-05-21,65-79,36.0,35.1,16.5,1.0,2.2,47243,48398.0,164100.0,17,17.0,27.0,65,79
Deaths,2022-10-29,65-79,0.0,4.6,1.2,0.0,0.0,42620,43357.0,171513.0,0,2.0,2.0,65,79
Hospitalizations,2021-05-08,50-64,67.6,4.1,0.0,16.5,0.0,146538,195911.0,0.0,99,8.0,0.0,50,64
Hospitalizations,2023-09-30,All,5.0,1.7,3.8,2.9,1.3,524196,860280.0,1040855.0,26,15.0,40.0,999,999
Cases,2023-05-13,50-64,124.2,19.9,30.8,6.2,4.0,33018,125743.0,246910.0,41,25.0,76.0,50,64
Hospitalizations,2022-04-23,18-29,6.2,3.2,1.3,1.9,4.8,97360,218531.0,149251.0,6,7.0,2.0,18,29
Cases,2021-11-13,30-49,299.2,112.8,36.5,2.7,8.2,196498,516743.0,46608.0,588,583.0,17.0,30,49
Hospitalizations,2021-05-22,30-49,21.6,1.4,0.0,15.4,0.0,324620,366867.0,0.0,70,5.0,0.0,30,49
Hospitalizations,2023-07-15,80+,4.1,0.0,2.1,0.0,2.0,24489,11383.0,47130.0,1,0.0,1.0,80,200
Cases,2023-07-22,30-49,27.9,12.9,15.0,2.2,1.9,107614,278401.0,347312.0,30,36.0,52.0,30,49
Deaths,2022-07-30,80+,3.8,8.4,6.5,0.5,0.6,26322,11862.0,46378.0,1,1.0,3.0,80,200
Hospitalizations,2021-07-10,50-64,4.7,0.3,0.0,15.7,0.0,107073,304806.0,0.0,5,1.0,0.0,50,64
Cases,2021-12-11,All,504.4,212.0,59.3,2.4,8.5,847199,1247588.0,380994.0,4273,2645.0,226.0,999,999
Cases,2023-03-11,50-64,213.6,70.8,87.9,3.0,2.4,33710,125621.0,246881.0,72,89.0,217.0,50,64
Hospitalizations,2021-08-21,30-49,22.1,2.0,0.0,11.0,0.0,249126,508434.0,0.0,55,10.0,0.0,30,49
Cases,2023-03-04,All,118.5,68.4,93.2,1.7,1.3,544398,857702.0,1040439.0,645,587.0,970.0,999,999
Cases,2022-01-22,All,654.1,448.4,372.4,1.5,1.8,724665,989128.0,733279.0,4740,4435.0,2731.0,999,999
Hospitalizations,2023-09-16,30-49,2.8,1.8,0.6,1.6,4.7,106807,278395.0,347325.0,3,5.0,2.0,30,49
Cases,2022-10-15,65-79,126.4,112.9,113.7,1.1,1.1,43523,43397.0,171429.0,55,49.0,195.0,65,79
Hospitalizations,2022-01-15,18-29,48.5,13.7,7.5,3.5,6.5,121679,248007.0,93335.0,59,34.0,7.0,18,29
Hospitalizations,2023-11-18,80+,37.6,43.0,29.6,0.9,1.3,23945,11637.0,47321.0,9,5.0,14.0,80,200
Cases,2023-07-29,18-29,35.2,10.7,16.7,3.3,2.1,73789,214134.0,161712.0,26,23.0,27.0,18,29
Hospitalizations,2022-01-22,All,54.6,25.0,16.5,2.2,3.3,724665,989128.0,733279.0,396,247.0,121.0,999,999
Cases,2023-01-07,18-29,163.6,62.4,82.9,2.6,2.0,78851,212977.0,161629.0,129,133.0,134.0,18,29
Cases,2023-04-15,30-49,69.4,32.7,40.9,2.1,1.7,109559,278257.0,347286.0,76,91.0,142.0,30,49
Deaths,2021-12-04,65-79,23.7,2.7,0.0,8.8,0.0,54957,111079.0,93634.0,13,3.0,0.0,65,79
Cases,2021-09-04,50-64,252.3,66.1,0.0,3.8,0.0,86807,323733.0,0.0,219,214.0,0.0,50,64
Cases,2022-09-17,50-64,188.6,93.5,122.9,2.0,1.5,39763,125132.0,246490.0,75,117.0,303.0,50,64
Cases,2023-06-03,30-49,18.4,7.2,12.4,2.6,1.5,108436,278399.0,347302.0,20,20.0,43.0,30,49
Cases,2023-05-20,30-49,42.3,11.9,13.8,3.6,3.1,108712,278401.0,347297.0,46,33.0,48.0,30,49
Deaths,2022-08-27,All,1.0,0.5,0.2,2.0,5.0,606382,844687.0,1026640.0,6,4.0,2.0,999,999
Cases,2023-01-07,50-64,274.0,91.7,136.1,3.0,2.0,34669,125434.0,246821.0,95,115.0,336.0,50,64
Deaths,2021-10-23,65-79,13.3,1.7,0.0,7.8,0.0,60107,175204.0,25507.0,8,3.0,0.0,65,79
Cases,2022-06-18,80+,90.5,266.8,186.2,0.3,0.5,26513,12369.0,45641.0,24,33.0,85.0,80,200
Hospitalizations,2022-07-16,All,13.5,6.3,11.0,2.1,1.2,623694,859285.0,1001233.0,84,54.0,110.0,999,999
Hospitalizations,2022-09-03,65-79,43.9,32.0,21.7,1.4,2.0,45582,43748.0,170866.0,20,14.0,37.0,65,79
Hospitalizations,2023-03-11,65-79,32.5,18.4,15.7,1.8,2.1,40003,43418.0,171704.0,13,8.0,27.0,65,79
Deaths,2023-07-08,All,0.0,0.0,0.2,0.0,0.0,531904,860327.0,1040745.0,0,0.0,2.0,999,999
Deaths,2022-04-23,50-64,0.0,0.0,0.0,0.0,0.0,44338,136052.0,231012.0,0,0.0,0.0,50,64
Cases,2022-11-12,18-29,200.5,70.2,77.4,2.9,2.6,82776,212328.0,161549.0,166,149.0,125.0,18,29
Cases,2023-02-25,18-29,127.4,41.7,75.5,3.1,1.7,76945,213529.0,161651.0,98,89.0,122.0,18,29
Hospitalizations,2023-08-26,80+,16.4,17.6,27.6,0.9,0.6,24464,11380.0,47133.0,4,2.0,13.0,80,200
Hospitalizations,2021-08-21,All,15.3,3.4,0.0,4.5,0.0,1093280,1437082.0,0.0,167,49.0,0.0,999,999
Cases,2022-10-15,80+,105.4,263.8,178.5,0.4,0.6,25625,11373.0,47058.0,27,30.0,84.0,80,200
Cases,2023-04-22,80+,65.0,96.6,108.2,0.7,0.6,24605,11384.0,47127.0,16,11.0,51.0,80,200
Cases,2022-09-10,80+,175.7,184.1,183.0,1.0,1.0,26174,11409.0,46990.0,46,21.0,86.0,80,200
Deaths,2023-07-29,All,0.2,0.0,0.2,0.0,1.0,530107,860315.0,1040772.0,1,0.0,2.0,999,999
Hospitalizations,2022-10-08,50-64,31.1,3.2,7.7,9.7,4.0,38636,125178.0,246593.0,12,4.0,19.0,50,64
Deaths,2021-08-21,All,1.7,0.3,0.0,5.7,0.0,1093280,1437082.0,0.0,19,4.0,0.0,999,999
Deaths,2022-09-10,All,0.8,0.5,0.3,1.6,2.7,602393,841160.0,1033881.0,5,4.0,3.0,999,999
Hospitalizations,2021-10-30,All,10.0,2.2,0.0,4.5,0.0,968843,1483650.0,92473.0,97,32.0,0.0,999,999
Cases,2022-12-17,65-79,263.9,179.9,223.7,1.5,1.2,40932,43361.0,171648.0,108,78.0,384.0,65,79
Deaths,2023-02-25,18-29,0.0,0.0,0.0,0.0,0.0,76945,213529.0,161651.0,0,0.0,0.0,18,29
Cases,2023-01-28,50-64,177.9,55.0,95.2,3.2,1.9,34286,125502.0,246842.0,61,69.0,235.0,50,64
Deaths,2022-03-05,80+,14.7,34.3,7.1,0.4,2.1,27168,14574.0,42437.0,4,5.0,3.0,80,200
Hospitalizations,2022-03-12,All,3.6,2.2,2.4,1.6,1.5,664996,907380.0,911102.0,24,20.0,22.0,999,999
Hospitalizations,2022-04-02,18-29,2.0,0.0,0.7,0.0,2.9,98738,219958.0,146325.0,2,0.0,1.0,18,29
Deaths,2022-12-31,All,0.9,0.4,0.4,2.2,2.2,555407,853931.0,1040154.0,5,3.0,4.0,999,999
Deaths,2022-12-24,All,0.5,0.1,1.0,5.0,0.5,556867,853365.0,1040060.0,3,1.0,10.0,999,999
Cases,2021-07-17,18-29,66.3,31.6,0.0,2.1,0.0,218646,272102.0,0.0,145,86.0,0.0,18,29
Cases,2023-08-19,18-29,68.0,20.1,26.0,3.4,2.6,73481,214133.0,161716.0,50,43.0,42.0,18,29
Cases,2022-11-26,30-49,178.3,70.8,106.6,2.5,1.7,115507,276843.0,347102.0,206,196.0,370.0,30,49
Deaths,2021-04-17,All,2.2,0.2,0.0,11.0,0.0,1616421,475163.0,0.0,35,1.0,0.0,999,999
Deaths,2022-09-24,30-49,0.0,0.0,0.0,0.0,0.0,122951,275932.0,346890.0,0,0.0,0.0,30,49
Hospitalizations,2023-04-22,All,4.8,1.7,4.0,2.8,1.2,538932,859890.0,1040601.0,26,15.0,42.0,999,999
Deaths,2023-05-27,18-29,0.0,0.0,0.0,0.0,0.0,74841,214134.0,161693.0,0,0.0,0.0,18,29
Deaths,2023-09-09,65-79,2.6,0.0,0.0,0.0,0.0,39140,43415.0,171755.0,1,0.0,0.0,65,79
Hospitalizations,2023-10-14,50-64,12.7,4.0,2.8,3.2,4.5,31377,125742.0,247106.0,4,5.0,7.0,50,64
Cases,2021-06-26,65-79,12.3,1.1,0.0,11.2,0.0,73343,186066.0,0.0,9,2.0,0.0,65,79
Deaths,2022-05-14,30-49,0.0,0.0,0.0,0.0,0.0,130179,285512.0,332845.0,0,0.0,0.0,30,49
Cases,2022-02-19,50-64,146.1,43.6,48.9,3.4,3.0,47217,148975.0,212791.0,69,65.0,104.0,50,64
Cases,2023-05-13,65-79,65.7,46.0,41.3,1.4,1.6,39568,43436.0,171728.0,26,20.0,71.0,65,79
Hospitalizations,2023-10-21,All,4.6,2.0,5.9,2.3,0.8,517086,861860.0,1042471.0,24,17.0,62.0,999,999
Cases,2023-07-15,All,14.3,7.2,12.8,2.0,1.1,531292,860318.0,1040757.0,76,62.0,133.0,999,999
Hospitalizations,2023-05-06,80+,12.2,17.6,25.5,0.7,0.5,24581,11385.0,47127.0,3,2.0,12.0,80,200
Cases,2021-05-08,All,167.4,15.1,0.0,11.1,0.0,1432023,822199.0,0.0,2397,124.0,0.0,999,999
Cases,2021-07-17,50-64,57.1,13.0,0.0,4.4,0.0,105017,308063.0,0.0,60,40.0,0.0,50,64
Hospitalizations,2022-06-25,50-64,28.5,16.1,7.9,1.8,3.6,42094,130098.0,239606.0,12,21.0,19.0,50,64
Cases,2022-01-01,65-79,1702.9,1460.4,701.8,1.2,2.4,52264,79022.0,127818.0,890,1154.0,897.0,65,79
Deaths,2023-07-22,30-49,0.0,0.0,0.0,0.0,0.0,107614,278401.0,347312.0,0,0.0,0.0,30,49
Cases,2023-02-04,All,129.3,72.4,84.6,1.8,1.5,548376,856091.0,1040343.0,709,620.0,880.0,999,999
Deaths,2021-06-12,30-49,1.0,0.0,0.0,0.0,0.0,300339,438852.0,0.0,3,0.0,0.0,30,49
Hospitalizations,2022-01-29,18-29,17.9,2.6,4.4,6.9,4.1,111576,231646.0,114102.0,20,6.0,5.0,18,29
Deaths,2022-11-12,All,0.0,0.4,0.3,0.0,0.0,570386,848167.0,1039564.0,0,3.0,3.0,999,999
Cases,2023-04-08,30-49,63.8,26.6,40.0,2.4,1.6,109729,278197.0,347283.0,70,74.0,139.0,30,49
Hospitalizations,2023-03-04,18-29,3.9,2.8,0.6,1.4,6.5,76784,213571.0,161659.0,3,6.0,1.0,18,29
Hospitalizations,2021-07-03,All,2.9,0.2,0.0,14.5,0.0,1207003,1324045.0,0.0,35,3.0,0.0,999,999
Deaths,2023-07-08,18-29,0.0,0.0,0.0,0.0,0.0,74160,214139.0,161703.0,0,0.0,0.0,18,29
Hospitalizations,2022-11-19,18-29,7.3,3.3,1.9,2.2,3.8,82036,212422.0,161555.0,6,7.0,3.0,18,29
Hospitalizations,2021-11-06,65-79,43.0,16.2,4.8,2.7,9.0,58116,160017.0,41816.0,25,26.0,2.0,65,79
Deaths,2022-11-26,30-49,0.9,0.0,0.0,0.0,0.0,115507,276843.0,347102.0,1,0.0,0.0,30,49
Deaths,2022-04-30,50-64,0.0,0.7,0.0,0.0,0.0,44059,135237.0,232184.0,0,1.0,0.0,50,64
Hospitalizations,2022-09-17,50-64,17.6,4.8,4.9,3.7,3.6,39763,125132.0,246490.0,7,6.0,12.0,50,64
Hospitalizations,2022-08-20,30-49,15.1,4.7,4.6,3.2,3.3,125684,277226.0,344772.0,19,13.0,16.0,30,49
Hospitalizations,2021-10-30,50-64,49.7,1.2,0.0,41.4,0.0,72470,323521.0,18445.0,36,4.0,0.0,50,64
Hospitalizations,2023-07-22,80+,4.1,8.8,8.5,0.5,0.5,24486,11383.0,47130.0,1,1.0,4.0,80,200
Cases,2022-01-01,30-49,3171.7,2009.5,1294.1,1.6,2.5,168393,380138.0,202387.0,5341,7639.0,2619.0,30,49
Hospitalizations,2022-10-01,30-49,4.1,2.2,3.5,1.9,1.2,122014,276030.0,346933.0,5,6.0,12.0,30,49
Hospitalizations,2022-02-12,18-29,7.6,1.4,1.5,5.4,5.1,105504,222132.0,129112.0,8,3.0,2.0,18,29
Hospitalizations,2023-11-25,30-49,8.0,0.4,1.7,20.0,4.7,99562,279385.0,349175.0,8,1.0,6.0,30,49
Deaths,2023-04-08,30-49,0.0,0.0,0.0,0.0,0.0,109729,278197.0,347283.0,0,0.0,0.0,30,49
Hospitalizations,2023-05-06,50-64,15.1,0.8,1.2,18.9,12.6,33091,125743.0,246908.0,5,1.0,3.0,50,64
Hospitalizations,2023-07-15,30-49,0.0,0.0,1.2,0.0,0.0,107746,278401.0,347311.0,0,0.0,4.0,30,49
Hospitalizations,2023-06-17,50-64,6.1,1.6,1.2,3.8,5.1,32757,125738.0,246922.0,2,2.0,3.0,50,64
Deaths,2022-01-01,50-64,24.6,3.9,0.7,6.3,35.1,56937,206986.0,147279.0,14,8.0,1.0,50,64
Hospitalizations,2021-07-17,30-49,6.5,0.0,0.0,0.0,0.0,277043,487172.0,0.0,18,0.0,0.0,30,49
Cases,2022-06-25,18-29,351.9,138.2,271.7,2.5,1.3,94060,214919.0,155323.0,331,297.0,422.0,18,29
Deaths,2023-10-14,All,0.0,0.1,0.1,0.0,0.0,519565,861107.0,1041683.0,0,1.0,1.0,999,999
Hospitalizations,2022-09-17,All,9.3,4.3,7.1,2.2,1.3,599179,840837.0,1035714.0,56,36.0,74.0,999,999
Hospitalizations,2023-04-29,50-64,15.1,4.8,2.4,3.1,6.3,33180,125733.0,246904.0,5,6.0,6.0,50,64
Deaths,2023-01-07,18-29,0.0,0.0,0.0,0.0,0.0,78851,212977.0,161629.0,0,0.0,0.0,18,29
Cases,2022-04-02,80+,18.5,36.0,30.0,0.5,0.6,27040,13879.0,43312.0,5,5.0,13.0,80,200
Cases,2021-04-03,30-49,246.1,27.4,0.0,9.0,0.0,506745,105885.0,0.0,1247,29.0,0.0,30,49
Hospitalizations,2022-02-26,65-79,20.4,10.9,10.3,1.9,2.0,49070,54948.0,154842.0,10,6.0,16.0,65,79
Cases,2021-11-13,All,228.4,96.0,23.6,2.4,9.7,918456,1426503.0,169151.0,2098,1370.0,40.0,999,999
Hospitalizations,2021-12-25,18-29,63.1,9.7,3.4,6.5,18.6,139528,277971.0,58804.0,88,27.0,2.0,18,29
Cases,2023-09-09,30-49,64.6,28.4,38.9,2.3,1.7,106855,278397.0,347322.0,69,79.0,135.0,30,49
Deaths,2021-06-26,18-29,0.0,0.0,0.0,0.0,0.0,228136,254744.0,0.0,0,0.0,0.0,18,29
Hospitalizations,2022-12-10,65-79,75.3,64.6,32.0,1.2,2.4,41147,43350.0,171635.0,31,28.0,55.0,65,79
Deaths,2022-10-15,30-49,0.0,0.0,0.0,0.0,0.0,119967,276252.0,346982.0,0,0.0,0.0,30,49
Cases,2022-02-12,30-49,157.6,65.9,119.7,2.4,1.3,139578,302103.0,296569.0,220,199.0,355.0,30,49
Cases,2021-10-23,18-29,136.5,53.6,17.9,2.5,7.6,167788,313263.0,5594.0,229,168.0,1.0,18,29
Deaths,2022-04-23,30-49,0.0,0.0,0.0,0.0,0.0,131359,287869.0,329404.0,0,0.0,0.0,30,49
Hospitalizations,2023-10-21,65-79,20.9,11.4,12.8,1.8,1.6,38192,43745.0,172021.0,8,5.0,22.0,65,79
Cases,2021-11-20,50-64,382.1,100.3,20.1,3.8,19.0,67514,297169.0,49704.0,258,298.0,10.0,50,64
Deaths,2023-10-07,65-79,0.0,0.0,1.2,0.0,0.0,38643,43457.0,171823.0,0,0.0,2.0,65,79
Deaths,2023-03-25,All,0.2,0.1,0.4,2.0,0.5,541869,858761.0,1040518.0,1,1.0,4.0,999,999
Hospitalizations,2022-10-22,50-64,37.1,6.4,9.3,5.8,4.0,37697,125220.0,246635.0,14,8.0,23.0,50,64
Deaths,2021-09-04,65-79,12.3,1.5,0.0,8.2,0.0,65150,194427.0,0.0,8,3.0,0.0,65,79
